_ID,Journal_name,ISSN,eISSN,Category,Total_Citations,2020_JIF,JIF_Quartile,2020 _JCI,Percentage_of_OA_Gold
4388,HEART AND VESSELS,0910-8327,1615-2573,PERIPHERAL VASCULAR DISEASE - SCIE,"2,953",2.04,Q4,0.47,10.25%
4389,PERFUSION-UK,0267-6591,1477-111X,PERIPHERAL VASCULAR DISEASE - SCIE,"1,949",1.97,Q4,0.41,5.79%
4390,Vasa-European Journal of Vascular Medicine,0301-1526,N/A,PERIPHERAL VASCULAR DISEASE - SCIE,"1,141",1.96,Q4,0.4,1.05%
4391,Brazilian Journal of Infectious Diseases,1413-8670,1678-4391,INFECTIOUS DISEASES - SCIE,"2,522",1.95,Q4,0.49,100.00%
4392,JOURNAL OF VASCULAR RESEARCH,1018-1172,1423-0135,PERIPHERAL VASCULAR DISEASE - SCIE,"1,824",1.93,Q4,0.52,7.00%
4393,JOURNAL OF CARDIOVASCULAR SURGERY,0021-9509,1827-191X,PERIPHERAL VASCULAR DISEASE - SCIE,"2,091",1.89,Q4,0.4,0.00%
4394,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,0036-4665,1678-9946,INFECTIOUS DISEASES - SCIE,"2,667",1.85,Q4,0.4,100.00%
4395,CLINICAL AND EXPERIMENTAL HYPERTENSION,1064-1963,1525-6006,PERIPHERAL VASCULAR DISEASE - SCIE,"2,292",1.75,Q4,0.53,1.34%
4396,PHLEBOLOGY,0268-3555,1758-1125,PERIPHERAL VASCULAR DISEASE - SCIE,"1,900",1.74,Q4,0.55,6.94%
4397,ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,0213-005X,1578-1852,INFECTIOUS DISEASES - SCIE,"1,759",1.73,Q4,0.45,0.00%
4398,JOURNAL OF CHEMOTHERAPY,1120-009X,1973-9478,INFECTIOUS DISEASES - SCIE,"1,781",1.71,Q4,0.48,1.46%
4399,JOURNAL OF VECTOR BORNE DISEASES,0972-9062,0972-9062,INFECTIOUS DISEASES - SCIE,"1,026",1.69,Q4,0.43,100.00%
4400,JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,1470-3203,1752-8976,PERIPHERAL VASCULAR DISEASE - SCIE,"1,273",1.64,Q4,0.33,100.00%
4401,CURRENT HIV RESEARCH,1570-162X,1873-4251,INFECTIOUS DISEASES - SCIE,"1,270",1.58,Q4,0.25,0.00%
4402,ANNALS OF VASCULAR SURGERY,0890-5096,1615-5947,PERIPHERAL VASCULAR DISEASE - SCIE,"7,121",1.47,Q4,0.4,2.80%
4403,BLOOD PRESSURE MONITORING,1359-5237,1473-5725,PERIPHERAL VASCULAR DISEASE - SCIE,"1,536",1.44,Q4,0.29,0.00%
4404,JAPANESE JOURNAL OF INFECTIOUS DISEASES,1344-6304,1884-2836,INFECTIOUS DISEASES - SCIE,"2,161",1.36,Q4,0.37,0.00%
4405,INTERNATIONAL JOURNAL OF STD & AIDS,0956-4624,1758-1052,INFECTIOUS DISEASES - SCIE,"3,553",1.36,Q4,0.35,4.00%
4406,Vascular,1708-5381,1708-539X,PERIPHERAL VASCULAR DISEASE - SCIE,"1,110",1.29,Q4,0.3,2.86%
4407,HIV Research & Clinical Practice,2578-7489,2578-7470,INFECTIOUS DISEASES - SCIE,20,1.20,Q4,0.37,11.76%
4408,Vascular and Endovascular Surgery,1538-5744,1938-9116,PERIPHERAL VASCULAR DISEASE - SCIE,"1,619",1.09,Q4,0.3,1.24%
4409,Seminars in Vascular Surgery,0895-7967,1558-4518,PERIPHERAL VASCULAR DISEASE - SCIE,734,1.00,Q4,0.45,5.26%
4410,Journal of Infection in Developing Countries,1972-2680,1972-2680,INFECTIOUS DISEASES - SCIE,"3,334",0.97,Q4,0.25,100.00%
4411,Artery Research,1872-9312,1876-4401,PERIPHERAL VASCULAR DISEASE - SCIE,301,0.60,Q4,0.13,61.90%
4412,LEPROSY REVIEW,0305-7518,2162-8807,INFECTIOUS DISEASES - SCIE,989,0.54,Q4,0.2,0.00%
4413,Revista Chilena de Infectologia,0716-1018,0717-6341,INFECTIOUS DISEASES - SCIE,618,0.52,Q4,0.12,90.91%
4414,Journal of Pediatric Infectious Diseases,1305-7707,1305-7693,INFECTIOUS DISEASES - SCIE,103,0.29,Q4,0.13,0.00%
4415,SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,0125-1562,N/A,INFECTIOUS DISEASES - SCIE,"3,143",0.27,Q4,0.1,0.00%
4416,GERMS,2248-2997,2248-2997,INFECTIOUS DISEASES - ESCI,276,n/a,n/a,0.65,0.00%
4417,Mediterranean Journal of Infection Microbes and Antimicrobials,2147-673X,2147-673X,INFECTIOUS DISEASES - ESCI,31,n/a,n/a,0.06,100.00%
4418,Angiologia,0003-3170,1695-2987,PERIPHERAL VASCULAR DISEASE - ESCI,91,n/a,n/a,0.01,55.29%
4419,PHLEBOLOGIE,0939-978X,2567-5826,PERIPHERAL VASCULAR DISEASE - ESCI,227,n/a,n/a,0.12,0.83%
4420,Lancet Microbe,2666-5247,2666-5247,INFECTIOUS DISEASES - ESCI,670,n/a,n/a,n/a,100.00%
4421,Gefasschirurgie,0948-7034,1434-3932,PERIPHERAL VASCULAR DISEASE - ESCI,241,n/a,n/a,0.11,15.42%
4422,Acta Angiologica,1234-950X,1644-3276,PERIPHERAL VASCULAR DISEASE - ESCI,41,n/a,n/a,0.05,100.00%
4423,Phlebolymphology,1286-0107,1286-0107,PERIPHERAL VASCULAR DISEASE - ESCI,72,n/a,n/a,0.05,0.00%
4424,Acta Phlebologica,1593-232X,1827-1766,PERIPHERAL VASCULAR DISEASE - ESCI,38,n/a,n/a,0.05,0.00%
4425,HIV & AIDS Review,1730-1270,1732-2707,INFECTIOUS DISEASES - ESCI,79,n/a,n/a,0.05,100.00%
4426,Arterial Hypertension,2449-6170,2449-6162,PERIPHERAL VASCULAR DISEASE - ESCI,53,n/a,n/a,0.03,100.00%
4427,Infektsiya i Immunitet,2220-7619,2313-7398,INFECTIOUS DISEASES - ESCI,84,n/a,n/a,0.05,100.00%
4428,European Stroke Journal,2396-9873,2396-9881,PERIPHERAL VASCULAR DISEASE - ESCI,758,n/a,n/a,1,28.35%
4429,Infection and Chemotherapy,2093-2340,2092-6448,INFECTIOUS DISEASES - ESCI,974,n/a,n/a,0.45,100.00%
4430,Infectious Disease Reports,2036-7430,2036-7449,INFECTIOUS DISEASES - ESCI,383,n/a,n/a,0.34,100.00%
4431,AIDS Research and Treatment,2090-1240,2090-1259,INFECTIOUS DISEASES - ESCI,536,n/a,n/a,0.4,100.00%
4432,Annals of Vascular Diseases,1881-641X,1881-6428,PERIPHERAL VASCULAR DISEASE - ESCI,691,n/a,n/a,0.17,98.54%
4433,Current Hypertension Reviews,1573-4021,1875-6506,PERIPHERAL VASCULAR DISEASE - ESCI,429,n/a,n/a,0.36,0.00%
4434,Infectious Disease Modelling,N/A,2468-0427,INFECTIOUS DISEASES - ESCI,784,n/a,n/a,0.43,100.00%
4435,Stroke Research and Treatment,2090-8105,2042-0056,PERIPHERAL VASCULAR DISEASE - ESCI,834,n/a,n/a,0.57,100.00%
4436,Cerebrovascular Diseases Extra,1664-5456,1664-5456,PERIPHERAL VASCULAR DISEASE - ESCI,372,n/a,n/a,0.57,100.00%
4437,Current Fungal Infection Reports,1936-3761,1936-377X,INFECTIOUS DISEASES - ESCI,458,n/a,n/a,0.38,2.91%
4438,Current Tropical Medicine Reports,N/A,2196-3045,INFECTIOUS DISEASES - ESCI,430,n/a,n/a,0.33,10.00%
4439,Integrated Blood Pressure Control,1178-7104,1178-7104,PERIPHERAL VASCULAR DISEASE - ESCI,304,n/a,n/a,0.49,100.00%
4440,Communicable Diseases Intelligence,0725-3141,1445-4866,INFECTIOUS DISEASES - ESCI,732,n/a,n/a,0.32,0.00%
4441,International Journal of Angiology,1061-1711,1615-5939,PERIPHERAL VASCULAR DISEASE - ESCI,724,n/a,n/a,0.22,0.00%
4442,Case Reports in Infectious Diseases,2090-6625,2090-6633,INFECTIOUS DISEASES - ESCI,587,n/a,n/a,0.2,100.00%
4443,Vascular Health and Risk Management,1176-6344,1178-2048,PERIPHERAL VASCULAR DISEASE - ESCI,"3,160",n/a,n/a,0.61,100.00%
4444,HIV AIDS-Research and Palliative Care,1179-1373,1179-1373,INFECTIOUS DISEASES - ESCI,638,n/a,n/a,0.45,100.00%
4445,Journal of Global Infectious Diseases,0974-777X,0974-8245,INFECTIOUS DISEASES - ESCI,"1,037",n/a,n/a,0.48,100.00%
4446,Archives of Clinical Infectious Diseases,2345-2641,2008-1081,INFECTIOUS DISEASES - ESCI,395,n/a,n/a,0.17,95.02%
4447,INFECTIOUS DISEASES IN CLINICAL PRACTICE,1056-9103,1536-9943,INFECTIOUS DISEASES - ESCI,395,n/a,n/a,0.06,0.72%
4448,Tropical Medicine and Infectious Disease,N/A,2414-6366,INFECTIOUS DISEASES - ESCI,"1,050",n/a,n/a,0.6,100.00%
4449,International Journal of Mycobacteriology,2212-5531,2212-554X,INFECTIOUS DISEASES - ESCI,819,n/a,n/a,0.31,100.00%
4450,International Journal of Vascular Medicine,2090-2824,2090-2832,PERIPHERAL VASCULAR DISEASE - ESCI,490,n/a,n/a,0.23,100.00%
4451,Therapeutic Advances in Infectious Disease,2049-9361,2049-937X,INFECTIOUS DISEASES - ESCI,488,n/a,n/a,0.65,77.78%
4452,Clinica e Investigacion en Arteriosclerosis,0214-9168,1578-1879,PERIPHERAL VASCULAR DISEASE - ESCI,291,n/a,n/a,0.31,5.66%
4453,Tropical Diseases Travel Medicine and Vaccines,2055-0936,2055-0936,INFECTIOUS DISEASES - ESCI,212,n/a,n/a,0.73,100.00%
4454,High Blood Pressure & Cardiovascular Prevention,1120-9879,1179-1985,PERIPHERAL VASCULAR DISEASE - ESCI,721,n/a,n/a,0.46,7.36%
4455,Revista de Epidemiologia e Controle de Infeccao,2238-3360,2238-3360,INFECTIOUS DISEASES - ESCI,57,n/a,n/a,0.02,100.00%
4456,Southern African Journal of Infectious Diseases,2312-0053,2313-1810,INFECTIOUS DISEASES - ESCI,154,n/a,n/a,0.21,100.00%
4457,Current Treatment Options in Infectious Diseases,N/A,1534-6250,INFECTIOUS DISEASES - ESCI,63,n/a,n/a,0.16,5.83%
4458,Italian Journal of Vascular and Endovascular Surgery,1824-4777,1827-1847,PERIPHERAL VASCULAR DISEASE - ESCI,54,n/a,n/a,0.05,0.00%
4459,Indian Journal of Sexually Transmitted Diseases and AIDS,2589-0557,2589-0565,INFECTIOUS DISEASES - ESCI,246,n/a,n/a,0.13,0.00%
4460,IDCases,2214-2509,2214-2509,INFECTIOUS DISEASES - ESCI,901,n/a,n/a,0.25,100.00%
4461,Nature Reviews Endocrinology,1759-5029,1759-5037,ENDOCRINOLOGY & METABOLISM - SCIE,"15,040",43.33,Q1,4.88,5.48%
4462,Lancet Diabetes & Endocrinology,2213-8587,2213-8595,ENDOCRINOLOGY & METABOLISM - SCIE,"14,024",32.07,Q1,6.3,7.11%
4463,Lancet Respiratory Medicine,2213-2600,N/A,RESPIRATORY SYSTEM - SCIE,"22,278",30.70,Q1,6.48,10.36%
4464,Cell Metabolism,1550-4131,1932-7420,ENDOCRINOLOGY & METABOLISM - SCIE,"52,192",27.29,Q1,4.62,9.50%
4465,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,1535-4970,RESPIRATORY SYSTEM - SCIE,"76,608",21.41,Q1,4.09,11.41%
4466,ENDOCRINE REVIEWS,0163-769X,1945-7189,ENDOCRINOLOGY & METABOLISM - SCIE,"17,082",19.87,Q1,2.51,25.40%
4467,DIABETES CARE,0149-5992,1935-5548,ENDOCRINOLOGY & METABOLISM - SCIE,"85,997",19.11,Q1,3.63,0.20%
4468,EUROPEAN RESPIRATORY JOURNAL,0903-1936,1399-3003,RESPIRATORY SYSTEM - SCIE,"53,361",16.67,Q1,2.97,19.81%
4469,Journal of Thoracic Oncology,1556-0864,1556-1380,RESPIRATORY SYSTEM - SCIE,"24,405",15.61,Q1,2.75,16.47%
4470,Nature Metabolism,N/A,2522-5812,ENDOCRINOLOGY & METABOLISM - SCIE,"1,658",13.51,Q1,3.18,0.52%
4471,JOURNAL OF PINEAL RESEARCH,0742-3098,1600-079X,ENDOCRINOLOGY & METABOLISM - SCIE,"12,492",13.01,Q1,3.51,10.50%
4472,TRENDS IN ENDOCRINOLOGY AND METABOLISM,1043-2760,1879-3061,ENDOCRINOLOGY & METABOLISM - SCIE,"11,973",12.02,Q1,1.49,9.27%
4473,JOURNAL OF HEART AND LUNG TRANSPLANTATION,1053-2498,1557-3117,RESPIRATORY SYSTEM - SCIE,"15,107",10.25,Q1,2.34,4.94%
4474,DIABETOLOGIA,0012-186X,1432-0428,ENDOCRINOLOGY & METABOLISM - SCIE,"38,164",10.12,Q1,1.95,48.06%
4475,Cardiovascular Diabetology,N/A,1475-2840,ENDOCRINOLOGY & METABOLISM - SCIE,"8,782",9.95,Q1,1.81,100.00%
4476,DIABETES,0012-1797,1939-327X,ENDOCRINOLOGY & METABOLISM - SCIE,"60,905",9.46,Q1,1.83,0.29%
4477,CHEST,0012-3692,1931-3543,RESPIRATORY SYSTEM - SCIE,"58,778",9.41,Q1,2.08,6.24%
4478,Obesity Reviews,1467-7881,1467-789X,ENDOCRINOLOGY & METABOLISM - SCIE,"16,547",9.21,Q1,1.55,23.18%
4479,THORAX,0040-6376,1468-3296,RESPIRATORY SYSTEM - SCIE,"26,629",9.14,Q1,2.29,31.09%
4480,European Respiratory Review,0905-9180,1600-0617,RESPIRATORY SYSTEM - SCIE,"4,369",8.84,Q1,1.59,100.00%
4481,METABOLISM-CLINICAL AND EXPERIMENTAL,0026-0495,1532-8600,ENDOCRINOLOGY & METABOLISM - SCIE,"18,283",8.69,Q1,1.67,8.99%
4482,FRONTIERS IN NEUROENDOCRINOLOGY,0091-3022,1095-6808,ENDOCRINOLOGY & METABOLISM - SCIE,"5,338",8.61,Q1,1.12,12.69%
4483,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716,ENDOCRINOLOGY & METABOLISM - SCIE,"26,971",8.40,Q1,1.45,7.07%
4484,Molecular Metabolism,2212-8778,2212-8778,ENDOCRINOLOGY & METABOLISM - SCIE,"6,676",7.42,Q1,1.59,100.00%
4485,FREE RADICAL BIOLOGY AND MEDICINE,0891-5849,1873-4596,ENDOCRINOLOGY & METABOLISM - SCIE,"52,714",7.38,Q1,1.34,11.52%
4486,Current Obesity Reports,2162-4968,2162-4968,ENDOCRINOLOGY & METABOLISM - SCIE,"2,167",6.92,Q1,1.46,12.40%
4487,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1044-1549,1535-4989,RESPIRATORY SYSTEM - SCIE,"15,280",6.91,Q1,1.31,1.88%
4488,Annals of the American Thoracic Society,1546-3222,2325-6621,RESPIRATORY SYSTEM - SCIE,"9,131",6.83,Q1,1.44,7.76%
4489,JOURNAL OF BONE AND MINERAL RESEARCH,0884-0431,1523-4681,ENDOCRINOLOGY & METABOLISM - SCIE,"31,231",6.74,Q1,1.55,19.21%
4490,EUROPEAN JOURNAL OF ENDOCRINOLOGY,0804-4643,1479-683X,ENDOCRINOLOGY & METABOLISM - SCIE,"17,060",6.66,Q1,1.27,11.29%
4491,DIABETES OBESITY & METABOLISM,1462-8902,1463-1326,ENDOCRINOLOGY & METABOLISM - SCIE,"14,328",6.58,Q1,1.55,40.09%
4492,THYROID,1050-7256,1557-9077,ENDOCRINOLOGY & METABOLISM - SCIE,"17,491",6.57,Q1,1.47,7.13%
4493,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,1389-9155,1573-2606,ENDOCRINOLOGY & METABOLISM - SCIE,"3,319",6.51,Q1,1.08,19.62%
4494,Translational Lung Cancer Research,2218-6751,2226-4477,RESPIRATORY SYSTEM - SCIE,"3,169",6.50,Q1,0.91,89.49%
4495,RESPIROLOGY,1323-7799,1440-1843,RESPIRATORY SYSTEM - SCIE,"8,712",6.42,Q1,1.33,8.09%
4496,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0271-678X,1559-7016,ENDOCRINOLOGY & METABOLISM - SCIE,"22,732",6.20,Q1,1.43,14.98%
4497,Diabetes Technology & Therapeutics,1520-9156,1557-8593,ENDOCRINOLOGY & METABOLISM - SCIE,"5,870",6.12,Q1,1.28,15.68%
4498,BIOFACTORS,0951-6433,1872-8081,ENDOCRINOLOGY & METABOLISM - SCIE,"5,004",6.11,Q1,1.03,1.65%
4499,DIABETES & METABOLISM,1262-3636,1878-1780,ENDOCRINOLOGY & METABOLISM - SCIE,"4,554",6.04,Q1,1.04,4.47%
4500,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,0021-972X,1945-7197,ENDOCRINOLOGY & METABOLISM - SCIE,"90,748",5.96,Q1,1.44,10.59%
4501,Aging Male,1368-5538,1473-0790,ENDOCRINOLOGY & METABOLISM - SCIE,"1,521",5.89,Q1,0.93,4.09%
4502,LUNG CANCER,0169-5002,1872-8332,RESPIRATORY SYSTEM - SCIE,"15,504",5.71,Q1,1.26,12.44%
4503,ENDOCRINE-RELATED CANCER,1351-0088,1479-6821,ENDOCRINOLOGY & METABOLISM - SCIE,"8,775",5.68,Q1,1.01,14.24%
4504,RESPIRATORY RESEARCH,N/A,1465-993X,RESPIRATORY SYSTEM - SCIE,"11,042",5.63,Q1,1.22,100.00%
4505,DIABETES RESEARCH AND CLINICAL PRACTICE,0168-8227,1872-8227,ENDOCRINOLOGY & METABOLISM - SCIE,"18,399",5.60,Q1,1.1,7.93%
4506,Frontiers in Endocrinology,1664-2392,1664-2392,ENDOCRINOLOGY & METABOLISM - SCIE,"16,181",5.56,Q1,0.84,100.00%
4507,Journal of Cystic Fibrosis,1569-1993,1873-5010,RESPIRATORY SYSTEM - SCIE,"5,945",5.48,Q1,1.31,13.65%
4508,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504,RESPIRATORY SYSTEM - SCIE,"16,880",5.46,Q1,1.38,4.95%
4509,Diabetes & Metabolism Journal,2233-6079,2233-6087,ENDOCRINOLOGY & METABOLISM - SCIE,"2,341",5.38,Q1,0.88,100.00%
4510,Reproductive Biology and Endocrinology,N/A,1477-7827,ENDOCRINOLOGY & METABOLISM - SCIE,"6,752",5.21,Q1,1,100.00%
4511,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0022-5223,1097-685X,RESPIRATORY SYSTEM - SCIE,"33,066",5.21,Q2,1.4,4.05%
4512,JOURNAL OF MOLECULAR ENDOCRINOLOGY,0952-5041,1479-6813,ENDOCRINOLOGY & METABOLISM - SCIE,"4,891",5.10,Q1,0.78,8.80%
4513,Nutrition & Diabetes,2044-4052,2044-4052,ENDOCRINOLOGY & METABOLISM - SCIE,"1,865",5.10,Q1,1.04,100.00%
4514,Current Osteoporosis Reports,1544-1873,1544-2241,ENDOCRINOLOGY & METABOLISM - SCIE,"2,978",5.10,Q2,0.62,15.81%
4515,INTERNATIONAL JOURNAL OF OBESITY,0307-0565,1476-5497,ENDOCRINOLOGY & METABOLISM - SCIE,"27,088",5.10,Q2,1.19,15.54%
4516,Biology of Sex Differences,N/A,2042-6410,ENDOCRINOLOGY & METABOLISM - SCIE,"2,153",5.03,Q2,1,100.00%
4517,Obesity,1930-7381,1930-739X,ENDOCRINOLOGY & METABOLISM - SCIE,"24,389",5.00,Q2,1.07,13.58%
4518,JOURNAL OF INHERITED METABOLIC DISEASE,0141-8955,1573-2665,ENDOCRINOLOGY & METABOLISM - SCIE,"8,207",4.98,Q2,1.2,40.31%
4519,NEUROENDOCRINOLOGY,0028-3835,1423-0194,ENDOCRINOLOGY & METABOLISM - SCIE,"6,227",4.91,Q2,1.38,8.61%
4520,PSYCHONEUROENDOCRINOLOGY,0306-4530,1873-3360,ENDOCRINOLOGY & METABOLISM - SCIE,"22,335",4.91,Q2,1.26,10.05%
4521,DIABETES-METABOLISM RESEARCH AND REVIEWS,1520-7552,1520-7560,ENDOCRINOLOGY & METABOLISM - SCIE,"7,550",4.88,Q2,0.87,9.29%
4522,ARCHIVOS DE BRONCONEUMOLOGIA,0300-2896,1579-2129,RESPIRATORY SYSTEM - SCIE,"2,531",4.87,Q2,0.9,0.00%
4523,PEDIATRIC DIABETES,1399-543X,1399-5448,ENDOCRINOLOGY & METABOLISM - SCIE,"5,214",4.87,Q2,1.37,8.63%
4524,Current Diabetes Reports,1534-4827,1539-0829,ENDOCRINOLOGY & METABOLISM - SCIE,"6,068",4.81,Q2,0.56,15.97%
4525,MOLECULAR GENETICS AND METABOLISM,1096-7192,1096-7206,ENDOCRINOLOGY & METABOLISM - SCIE,"9,612",4.80,Q2,0.96,20.21%
4526,CURRENT OPINION IN LIPIDOLOGY,0957-9672,1473-6535,ENDOCRINOLOGY & METABOLISM - SCIE,"4,741",4.78,Q2,0.65,3.16%
4527,ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,0889-8529,1558-4410,ENDOCRINOLOGY & METABOLISM - SCIE,"4,218",4.74,Q2,1.14,1.82%
4528,ENDOCRINOLOGY,0013-7227,1945-7170,ENDOCRINOLOGY & METABOLISM - SCIE,"46,020",4.74,Q2,1.02,7.50%
4529,BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,1521-690X,1532-1908,ENDOCRINOLOGY & METABOLISM - SCIE,"4,959",4.69,Q2,0.91,3.17%
4530,Adipocyte,2162-3945,2162-397X,ENDOCRINOLOGY & METABOLISM - SCIE,"1,198",4.53,Q2,0.57,79.83%
4531,OSTEOPOROSIS INTERNATIONAL,0937-941X,1433-2965,ENDOCRINOLOGY & METABOLISM - SCIE,"21,088",4.51,Q2,0.97,16.51%
4532,BONE,8756-3282,1873-2763,ENDOCRINOLOGY & METABOLISM - SCIE,"26,396",4.40,Q2,1.1,9.32%
4533,DIABETIC MEDICINE,0742-3071,1464-5491,ENDOCRINOLOGY & METABOLISM - SCIE,"15,886",4.36,Q2,0.82,24.00%
4534,CALCIFIED TISSUE INTERNATIONAL,0171-967X,1432-0827,ENDOCRINOLOGY & METABOLISM - SCIE,"9,082",4.33,Q2,0.81,23.22%
4535,ANNALS OF THORACIC SURGERY,0003-4975,1552-6259,RESPIRATORY SYSTEM - SCIE,"41,620",4.33,Q2,1.18,0.34%
4536,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0193-1849,1522-1555,ENDOCRINOLOGY & METABOLISM - SCIE,"22,017",4.31,Q2,1.09,2.46%
4537,CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE,1363-1950,1473-6519,ENDOCRINOLOGY & METABOLISM - SCIE,"6,799",4.29,Q2,0.56,1.46%
4538,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,0960-0760,0022-474X,ENDOCRINOLOGY & METABOLISM - SCIE,"12,816",4.29,Q2,0.9,6.25%
4539,Metabolomics,1573-3882,1573-3890,ENDOCRINOLOGY & METABOLISM - SCIE,"6,367",4.29,Q2,0.81,27.53%
4540,JOURNAL OF ENDOCRINOLOGY,0022-0795,1479-6805,ENDOCRINOLOGY & METABOLISM - SCIE,"13,247",4.29,Q2,0.87,9.74%
4541,ACTA DIABETOLOGICA,0940-5429,1432-5233,ENDOCRINOLOGY & METABOLISM - SCIE,"4,971",4.28,Q2,0.87,16.24%
4542,Journal of Asthma and Allergy,1178-6965,1178-6965,RESPIRATORY SYSTEM - SCIE,882,4.26,Q2,0.75,100.00%
4543,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,0391-4097,1720-8386,ENDOCRINOLOGY & METABOLISM - SCIE,"7,841",4.26,Q2,0.85,13.02%
4544,Journal of Diabetes Investigation,2040-1116,2040-1124,ENDOCRINOLOGY & METABOLISM - SCIE,"4,251",4.23,Q2,0.95,100.00%
4545,NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,0939-4753,1590-3729,ENDOCRINOLOGY & METABOLISM - SCIE,"7,701",4.22,Q2,0.89,6.64%
4546,European Thyroid Journal,2235-0640,2235-0802,ENDOCRINOLOGY & METABOLISM - SCIE,"1,638",4.21,Q2,0.86,6.34%
4547,EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,1010-7940,1873-734X,RESPIRATORY SYSTEM - SCIE,"18,818",4.19,Q2,1.17,6.03%
4548,Canadian Journal of Diabetes,1499-2671,1499-2671,ENDOCRINOLOGY & METABOLISM - SCIE,"2,554",4.19,Q2,0.71,4.88%
4549,Pituitary,1386-341X,1573-7403,ENDOCRINOLOGY & METABOLISM - SCIE,"3,472",4.11,Q2,0.77,19.51%
4550,PROSTATE,0270-4137,1097-0045,ENDOCRINOLOGY & METABOLISM - SCIE,"8,820",4.10,Q2,1.15,11.23%
4551,MOLECULAR AND CELLULAR ENDOCRINOLOGY,0303-7207,1872-8057,ENDOCRINOLOGY & METABOLISM - SCIE,"18,715",4.10,Q2,0.84,6.19%
4552,ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,1381-3455,1744-4160,ENDOCRINOLOGY & METABOLISM - SCIE,"1,656",4.08,Q2,0.8,0.76%
4553,Therapeutic Advances in Respiratory Disease,1753-4658,1753-4666,RESPIRATORY SYSTEM - SCIE,"1,281",4.03,Q2,0.75,100.00%
4554,Journal of Diabetes Research,2314-6745,2314-6753,ENDOCRINOLOGY & METABOLISM - SCIE,"6,686",4.01,Q2,0.7,100.00%
4555,Endocrinology and Metabolism,2093-596X,2093-5978,ENDOCRINOLOGY & METABOLISM - SCIE,"1,534",4.01,Q3,0.64,100.00%
4556,PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,0952-3278,1532-2823,ENDOCRINOLOGY & METABOLISM - SCIE,"5,083",4.01,Q3,0.72,6.75%
4557,Journal of Diabetes,1753-0393,1753-0407,ENDOCRINOLOGY & METABOLISM - SCIE,"2,644",4.01,Q3,0.79,9.25%
4558,ENDOCRINE PATHOLOGY,1046-3976,1559-0097,ENDOCRINOLOGY & METABOLISM - SCIE,"1,734",3.94,Q3,0.96,15.83%
4559,Obesity Facts,1662-4025,1662-4033,ENDOCRINOLOGY & METABOLISM - SCIE,"2,377",3.94,Q3,0.9,100.00%
4560,Hormones & Cancer,1868-8497,1868-8500,ENDOCRINOLOGY & METABOLISM - SCIE,929,3.87,Q3,0.64,19.05%
4561,JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,0946-672X,1878-3252,ENDOCRINOLOGY & METABOLISM - SCIE,"5,977",3.85,Q3,0.81,6.19%
4562,Expert Review of Respiratory Medicine,1747-6348,1747-6356,RESPIRATORY SYSTEM - SCIE,"2,481",3.77,Q2,0.7,2.87%
4563,World Journal of Diabetes,N/A,1948-9358,ENDOCRINOLOGY & METABOLISM - SCIE,"3,358",3.76,Q3,0.64,97.64%
4564,PEPTIDES,0196-9781,1873-5169,ENDOCRINOLOGY & METABOLISM - SCIE,"11,944",3.75,Q3,0.81,5.00%
4565,BIOLOGICAL TRACE ELEMENT RESEARCH,0163-4984,1559-0720,ENDOCRINOLOGY & METABOLISM - SCIE,"13,562",3.74,Q3,0.77,6.17%
4566,ENDOCRINE,1355-008X,1559-0100,ENDOCRINOLOGY & METABOLISM - SCIE,"9,563",3.63,Q3,0.81,14.30%
4567,JOURNAL OF NEUROENDOCRINOLOGY,0953-8194,1365-2826,ENDOCRINOLOGY & METABOLISM - SCIE,"6,629",3.63,Q3,0.76,13.86%
