5472	Factors associated with perforator stroke after selective basilar artery angioplasty or stenting	27387711	Journal of Neurointerventional Surgery
5473	The impact of healthcare-associated methicillin-resistant Staphylococcus aureus infections on post-discharge healthcare costs and utilization	25715806	Infection Control and Hospital Epidemiology
5474	Chronic kidney disease and outcomes in heart failure with preserved versus reduced ejection fraction: the Cardiovascular Research Network PRESERVE Study	23685625	Circulation: Cardiovascular Quality and Outcomes
5475	Effectiveness of seasonal influenza vaccine in preventing medically attended influenza infection in England and Wales during the 2010/2011 season: a primary care-based cohort study	24103037	Influenza Other Respir Viruses
5476	Role of FDG-PET/CT in Extramedullary Multiple Myeloma: Correlation of FDG-PET/CT Findings With Clinical Outcome	26252323	Clinical Nuclear Medicine
5477	Interval-cohort designs and bias in the estimation of per-protocol effects: a simulation study	31488202	Trials
5478	Classification of middle fossa floor dehiscence syndromes	25554855	Journal of Neurosurgery
5479	Relationship between pressure ulcer risk based on Norton Scale and on the "Eating/Drinking" need assessment	30221444	Journal of Nursing Management
5480	Impact of health portal enrollment with email reminders on adherence to clinic appointments: a pilot study	21616784	Journal of Medical Internet Research
5481	Multimorbidity is associated with increased rates of depression in patients hospitalized with diabetes mellitus in the United States	28893494	Journal of Diabetes and Its Complications
5482	Multimorbidity in Māori and Pacific patients: cross-sectional study in a Dunedin general practice	30068450	Journal of Primary Health Care
5483	Quality measure attainment in patients with type 2 diabetes mellitus	24512194	American Journal of Managed Care
5484	Real-world impact of glycated hemoglobin reduction on treatment intensification and glycated hemoglobin goal attainment in type 2 diabetes mellitus patients initiated on a sodium glucose co-transporter 2 (SGLT2) inhibitor (SGLT2i)	30964362	Current Medical Research and Opinion
5485	Associations of gestational diabetes mellitus with residential air pollution exposure in a large Southern California pregnancy cohort	31234004	Environment International
5486	A multi-site feasibility study to assess fever and wheezing in children after influenza vaccines using text messaging	29089191	Vaccine
5487	Effect of Psychiatric Illness on Acute Care Utilization at End of Life From Serious Medical Illness	28495487	Journal of Pain and Symptom Management
5488	Management and Outcomes of Previously Healthy, Full-Term, Febrile Infants Ages 7 to 90 Days	27940667	Pediatrics
5489	Systematic thematic review of e-health research in the Gulf Cooperation Council (Arabian Gulf): Bahrain, Kuwait, Oman, Qatar, Saudi Arabia and United Arab Emirates	27236702	Journal of Telemedicine and Telecare
5490	Serologic screening and infectious disease consultation (IDC): Indicated in heart, lung, liver (HLL) solid organ transplants (SOT) for measles, mumps, rubella, and varicella	31647159	Transplant Infectious Disease
5491	Medical therapy does not confer stroke prevention for all patients: identification of high-risk patients with asymptomatic carotid stenosis is still needed	31345008	International Angiology
5492	Dosing patterns, toxicity, and outcomes in patients treated with first-line sunitinib for advanced renal cell carcinoma in community-based practices	25163396	Clinical Genitourinary Cancer
5493	Impact of the change of copay policy in Medicare Part D on zoster vaccine uptake among Medicare beneficiaries in a managed care organization	28732518	BMC Health Services Research
5494	Minimally invasive guidewireless, navigated pedicle screw placement: a technical report and case series	28760033	Neurosurgical Focus
5495	Differences in patient population and length of stay between freestanding and hospital-based emergency departments	31253517	American Journal of Emergency Medicine
5496	Tobacco treatment implementation within 28 commission on cancer accredited programs in the Northeast region of the USA: A pilot study	29528457	Translational Behavioral Medicine
5497	Effect of Registered Dietitian Nutritionist Order-Writing Privileges on Enteral Nutrition Administration in Selected Intensive Care Units	30741444	Nutrition in Clinical Practice
5498	Visual impairment is associated with physical and mental comorbidities in older adults: a cross-sectional study	25603915	BMC Medicine
5499	Health Care Resource Utilization and Costs Associated with Transitioning to 3-month Paliperidone Palmitate Among US Veterans	30145029	Clinical Therapeutics
5500	Comparison of the consumption of antidepressants in the immigrant and native populations in a Spanish health region: an observational study	20478063	BMC Public Health
5501	Machine learning methods for developing precision treatment rules with observational data	31233922	Behaviour Research and Therapy
5502	Design of the INTEGRATE study: effectiveness and cost-effectiveness of a cardiometabolic risk assessment and treatment program integrated in primary care	24884779	BMC Family Practice
5503	Endoscopic endonasal surgical management of chondrosarcomas with cerebellopontine angle extension	25270132	Neurosurgical Focus
5504	ANTHROPOMETRIC FEATURES ARE NOT PREDICTIVE OF 72-HOUR FAST DURATION IN INSULINOMAS	28614004	Endocrine Practice
5505	Epidemiology and correlates of osteoporotic fractures among type 2 diabetic patients	29502187	Arch Osteoporos
5506	Diabetes registries in patient-centered medical homes	25961785	J Registry Manag
5507	Clinical features and natural history of interstitial pneumonia with autoimmune features: A single center experience	27692137	Respiratory Medicine
5508	Patterns of Injury and Mortality in Pediatric Patients Attending Emergency Department in a Tertiary Care Center in Eastern Nepal	29255315	JNMA: Journal of the Nepal Medical Association
5509	Vincristine-induced neuropathy in pediatric patients with acute lymphoblastic leukemia in Oman: Frequent autonomic and more severe cranial nerve involvement	28623857	Pediatric Blood & Cancer
5510	Rivaroxaban versus Heparin Bridging to Warfarin Therapy: Impact on Hospital Length of Stay and Treatment Costs for Low-Risk Patients with Pulmonary Embolism	27548074	Pharmacotherapy
5511	Human trafficking and severe mental illness: an economic analysis of survivors' use of psychiatric services	27430338	BMC Health Services Research
5512	Frequent pain in older people with and without diabetes - Finnish community based study	29544464	BMC Geriatrics
5513	Real-world treatment patterns and effectiveness among patients with metastatic colorectal cancer treated with ziv-aflibercept in community oncology practices in the USA	29103187	Medical Oncology
5514	Skill Proficiency is Predicted by Intubation Frequency of Emergency Medicine Attending Physicians	31316699	Western Journal of Emergency Medicine
5515	Comparison of the methicillin-resistant Staphylococcus aureus acquisition among rehabilitation and nursing home residents	21460509	Infection Control and Hospital Epidemiology
5516	Factors associated with physical therapy services received for individuals with cerebral palsy in an outpatient pediatric medical setting	22822238	Physical Therapy
5517	Prevalence of chronic pain with or without neuropathic characteristics in France using the capture-recapture method: a population-based study	30028790	Pain
5518	Longitudinal study of acculturation and BMI change among Asian American men	25602913	Preventive Medicine
5519	Optimal Dosing Regimen of Phenytoin for Korean Epilepsy Patients: From Premature Babies to the Elderly	30940470	Journal of Pharmaceutical Sciences
5520	Prevalence of osteoporotic fracture risk factors and antiosteoporotic treatments in the Valencia region, Spain. The baseline characteristics of the ESOSVAL cohort	22618269	Osteoporosis International
5521	Associations between posttraumatic stress disorder and hemoglobin A1(C) in low-income minority patients with diabetes	21596204	General Hospital Psychiatry
5522	Impact of statin guidelines on statin utilization and costs in an employer-based primary care clinic	29261246	American Journal of Managed Care
5523	Right atrial lead fixation type and lead position are associated with significant variation in complications	27613185	Journal of Interventional Cardiac Electrophysiology
5524	Genetic counseling referral for ovarian cancer patients: a call to action	30993488	Familial Cancer
5525	Experiences and treatment patterns of hypogonadal men in a U.S. health system	24673748	International Journal of Clinical Practice
5526	Domperidone is Commonly Prescribed With QT-Interacting Drugs: Review of a Community-based Practice and a Postmarketing Adverse Drug Event Reporting Database	27182647	Journal of Clinical Gastroenterology
5527	Predictors of sustained arteriovenous access use for haemodialysis	24854664	American Journal of Nephrology
5528	Ten Years of Urgent Care of Ruptured Abdominal Aortic Aneurysms in a High-Volume-Center	31634608	Annals of Vascular Surgery
5529	Neuropathy and efficacy of once weekly subcutaneous bortezomib in multiple myeloma and light chain (AL) amyloidosis	28278302	PloS One
