ID,Name,ISSN
1,"	N Engl J Med","	0028-4793"
5097,"	Postgrad Med","	0032-5481"
5098,"	Arthroscopy","	0749-8063"
5099,"	Ann Agric Environ Med","	1232-1966"
5100,"	Subst Abus","	0889-7077"
5101,"	J Asthma","	0277-0903"
5102,"	J Acquir Immune Defic Syndr","	1525-4135"
5103,"	BMC Pediatr","	1471-2431"
5104,"	Am J Sports Med","	0363-5465"
5105,"	Arch Osteoporos","	"
5106,"	Int Angiol","	0392-9590"
5107,"	Pharmacoepidemiol Drug Saf","	1053-8569"
5108,"	J Clin Psychiatry","	0160-6689"
5109,"	J Am Dent Assoc","	0002-8177"
5110,"	J Clin Pharm Ther","	0269-4727"
5111,"	Health Serv Res","	0017-9124"
5112,"	Epidemiol Infect","	0950-2688"
5113,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
5114,"	Am J Hosp Palliat Care","	1049-9091"
5115,"	JAMA Intern Med","	2168-6106"
5116,"	Int J Clin Pharmacol Ther","	0946-1965"
5117,"	J Am Board Fam Med","	1557-2625"
5118,"	Int Emerg Nurs","	1878-013x"
5119,"	Am J Emerg Med","	0735-6757"
5120,"	Age Ageing","	0002-0729"
5121,"	J Am Coll Radiol","	1546-1440"
5122,"	Asian Cardiovasc Thorac Ann","	0218-4923"
5123,"	Influenza Other Respir Viruses","	1750-2640"
5124,"	Arch Iran Med","	1029-2977"
5125,"	Ann Fam Med","	1544-1709"
5126,"	Int J Nurs Pract","	1322-7114"
5127,"	Transfusion","	0041-1132"
5128,"	Clin Gastroenterol Hepatol","	1542-3565"
5129,"	BMC Nephrol","	1471-2369"
5130,"	Ther Drug Monit","	0163-4356"
5131,"	Ann Intern Med","	0003-4819"
5132,"	Contraception","	0010-7824"
5133,"	Am J Hypertens","	0895-7061"
5134,"	BMJ Open","	2044-6055"
5135,"	Contemp Clin Trials","	1551-7144"
5136,"	Palliat Support Care","	1478-9515"
5137,"	Vasc Med","	1358-863x"
5138,"	Crit Care Med","	0090-3493"
5139,"	J Gen Intern Med","	0884-8734"
5140,"	Curr Med Res Opin","	0300-7995"
5141,"	J Vasc Surg","	0741-5214"
5142,"	J Neurointerv Surg","	1759-8478"
5143,"	World Neurosurg","	1878-8750"
5144,"	Popul Health Manag","	1942-7891"
5145,"	J Am Pharm Assoc (2003)","	1544-3191"
5146,"	J Biomed Inform","	1532-0464"
5147,"	Int Wound J","	1742-4801"
5148,"	J Surg Res","	0022-4804"
5149,"	Obes Res Clin Pract","	1871-403X"
5150,"	J Bras Nefrol","	0101-2800"
5151,"	Mil Med","	0026-4075"
5152,"	Crit Care","	1364-8535"
5153,"	Burns","	0305-4179"
5154,"	Clin Colorectal Cancer","	1533-0028"
5155,"	J Matern Fetal Neonatal Med","	1476-4954"
5156,"	Brain Inj","	0269-9052"
5157,"	Cardiol Young","	1047-9511"
5158,"	J Antimicrob Chemother","	0305-7453"
5159,"	BMJ Open","	2044-6055"
5160,"	J Subst Abuse Treat","	0740-5472"
5161,"	Infect Dis (Lond)","	2374-4243"
5162,"	Clin Oncol (R Coll Radiol)","	0936-6555"
5163,"	BMC Fam Pract","	1471-2296"
5164,"	Resuscitation","	0300-9572"
5165,"	J Healthc Qual","	1062-2551"
5166,"	Am J Geriatr Psychiatry","	1064-7481"
5167,"	Pm r","	1934-1482"
5168,"	J Matern Fetal Neonatal Med","	1476-4954"
5169,"	JAMA Neurol","	2168-6149"
5170,"	AJR Am J Roentgenol","	0361-803x"
5171,"	Breast J","	1075-122x"
5172,"	Burns","	0305-4179"
5173,"	Ostomy Wound Manage","	0889-5899"
5174,"	Clin Gastroenterol Hepatol","	1542-3565"
5175,"	Crit Care Nurse","	0279-5442"
5176,"	Am J Emerg Med","	0735-6757"
5177,"	J Neurosurg Anesthesiol","	0898-4921"
5178,"	PLoS One","	1932-6203"
5179,"	World J Surg","	0364-2313"
5180,"	J Am Heart Assoc","	2047-9980"
5181,"	J Emerg Med","	0736-4679"
5182,"	J Rural Health","	0890-765X"
5183,"	Surg Obes Relat Dis","	1550-7289"
5184,"	Diabetes Care","	0149-5992"
5185,"	Eur J Obstet Gynecol Reprod Biol","	0301-2115"
5186,"	BMC Public Health","	1471-2458"
5187,"	JMIR Mhealth Uhealth","	2291-5222"
5188,"	BMC Public Health","	1471-2458"
5189,"	Pharmacogenet Genomics","	1744-6872"
5190,"	Medicina (Kaunas)","	1010-660x"
5191,"	Int J Rheum Dis","	1756-1841"
5192,"	J Pain Symptom Manage","	0885-3924"
5193,"	Subst Use Misuse","	1082-6084"
5194,"	BMJ Open","	2044-6055"
5195,"	J Pain Symptom Manage","	0885-3924"
5196,"	Curr Med Res Opin","	0300-7995"
5197,"	Ann Thorac Surg","	0003-4975"
5198,"	Rheumatol Int","	0172-8172"
5199,"	J Vet Emerg Crit Care (San Antonio)","	1476-4431"
5200,"	Glob Health Action","	1654-9716"
5201,"	Int J Infect Dis","	1201-9712"
5202,"	Ann Fam Med","	1544-1709"
5203,"	Intern Med J","	1444-0903"
5204,"	BMJ Open","	2044-6055"
5205,"	J Am Coll Radiol","	1546-1440"
5206,"	Ann Fam Med","	1544-1709"
5207,"	Europace","	1099-5129"
5208,"	PLoS One","	1932-6203"
5209,"	Saudi J Kidney Dis Transpl","	1319-2442"
5210,"	BMC Nephrol","	1471-2369"
5211,"	Prev Med","	0091-7435"
5212,"	Med Care","	0025-7079"
5213,"	Int Urogynecol J","	0937-3462"
5214,"	J Bone Joint Surg Am","	0021-9355"
5215,"	PLoS Med","	1549-1277"
5216,"	Dig Dis Sci","	0163-2116"
5217,"	Am J Sports Med","	0363-5465"
5218,"	J Hum Nutr Diet","	0952-3871"
5219,"	Drug Alcohol Depend","	0376-8716"
5220,"	J Thorac Oncol","	1556-0864"
5221,"	Gastroenterology","	0016-5085"
5222,"	J Clin Gastroenterol","	0192-0790"
5223,"	Am J Hypertens","	0895-7061"
5224,"	Am J Manag Care","	1088-0224"
5225,"	Clin Ther","	0149-2918"
5226,"	Diabetes Care","	0149-5992"
5227,"	J Acad Nutr Diet","	2212-2672"
5228,"	Intern Emerg Med","	1828-0447"
5229,"	Hosp Pediatr","	2154-1671"
5230,"	Contraception","	0010-7824"
5231,"	J Med Econ","	1369-6998"
5232,"	BMC Infect Dis","	1471-2334"
5233,"	J Obstet Gynaecol Can","	1701-2163"
5234,"	J Med Internet Res","	1439-4456"
5235,"	J Surg Res","	0022-4804"
5236,"	J Pain","	1526-5900"
5237,"	J Huazhong Univ Sci Technolog Med Sci","	1672-0733"
5238,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
5239,"	Int J Geriatr Psychiatry","	0885-6230"
5240,"	BMJ Open","	2044-6055"
5241,"	J Emerg Med","	0736-4679"
5242,"	Clin Ther","	0149-2918"
5243,"	Eur J Clin Microbiol Infect Dis","	0934-9723"
5244,"	Cancer Causes Control","	0957-5243"
5245,"	Crit Care Med","	0090-3493"
5246,"	J Allergy Clin Immunol","	0091-6749"
5247,"	JAMA Neurol","	2168-6149"
5248,"	Oncology","	0030-2414"
5249,"	Aging Clin Exp Res","	1594-0667"
5250,"	Can J Anaesth","	0832-610x"
5251,"	Clin Infect Dis","	1058-4838"
5252,"	J Clin Anesth","	0952-8180"
5253,"	Ophthalmology","	0161-6420"
5254,"	Urology","	0090-4295"
5255,"	Clin Cardiol","	0160-9289"
5256,"	BMC Public Health","	1471-2458"
5257,"	Int Urol Nephrol","	0301-1623"
5258,"	West J Emerg Med","	1936-900X"
5259,"	J Comp Eff Res","	2042-6305"
5260,"	BMC Pregnancy Childbirth","	1471-2393"
5261,"	Trials","	1745-6215"
5262,"	Diabetologia","	0012-186X"
5263,"	Prehosp Disaster Med","	1049-023x"
5264,"	Liver Transpl","	1527-6465"
5265,"	Cardiology","	0008-6312"
5266,"	BMC Infect Dis","	1471-2334"
5267,"	Hepatology","	0270-9139"
5268,"	Cancer Treat Res Commun","	2468-2942"
5269,"	J Emerg Med","	0736-4679"
5270,"	Gynecol Oncol","	0090-8258"
5271,"	Pharmacotherapy","	0277-0008"
5272,"	BMJ Open","	2044-6055"
5273,"	Clin Radiol","	0009-9260"
5274,"	Air Med J","	1067-991x"
5275,"	Pediatr Infect Dis J","	0891-3668"
5276,"	Ann Emerg Med","	0196-0644"
5277,"	JAMA Ophthalmol","	2168-6165"
5278,"	Ostomy Wound Manage","	0889-5899"
5279,"	Diabetes Care","	0149-5992"
5280,"	Pediatr Neurol","	0887-8994"
5281,"	J Pediatr Urol","	1477-5131"
5282,"	Obstet Gynecol","	0029-7844"
5283,"	Am J Epidemiol","	0002-9262"
5284,"	J Pak Med Assoc","	0030-9982"
5285,"	BMJ Open","	2044-6055"
5286,"	PLoS One","	1932-6203"
5287,"	BMC Med Res Methodol","	1471-2288"
5288,"	Am J Cardiol","	0002-9149"
5289,"	Am J Cardiovasc Drugs","	1175-3277"
5290,"	Pediatr Crit Care Med","	1529-7535"
5291,"	Am J Clin Nutr","	0002-9165"
5292,"	PLoS One","	1932-6203"
5293,"	J Vasc Surg Venous Lymphat Disord","	"
5294,"	Fam Med","	0742-3225"
5295,"	JAMA Ophthalmol","	2168-6165"
5296,"	J Diabetes Complications","	1056-8727"
5297,"	Alcohol Alcohol","	0735-0414"
5298,"	West J Emerg Med","	1936-900X"
5299,"	J Surg Res","	0022-4804"
5300,"	Sultan Qaboos Univ Med J","	2075-051X"
5301,"	Genetics","	0016-6731"
5302,"	Am J Manag Care","	1088-0224"
5303,"	Surg Infect (Larchmt)","	1096-2964"
5304,"	PLoS One","	1932-6203"
5305,"	World J Gastroenterol","	1007-9327"
5306,"	Am J Emerg Med","	0735-6757"
5307,"	Clin Appl Thromb Hemost","	1076-0296"
5308,"	J Geriatr Oncol","	1879-4068"
5309,"	Matern Child Health J","	1092-7875"
5310,"	BMJ Open","	2044-6055"
5311,"	Ophthalmology","	0161-6420"
5312,"	Support Care Cancer","	0941-4355"
5313,"	Ann Vasc Surg","	0890-5096"
5314,"	Breast Cancer Res Treat","	0167-6806"
5315,"	World J Gastroenterol","	1007-9327"
5316,"	J Urol","	0022-5347"
5317,"	Pain Med","	1526-2375"
5318,"	Am J Emerg Med","	0735-6757"
5319,"	BMC Med Inform Decis Mak","	1472-6947"
5320,"	Int J Geriatr Psychiatry","	0885-6230"
5321,"	J Vasc Surg","	0741-5214"
5322,"	J Med Econ","	1369-6998"
5323,"	Pediatrics","	0031-4005"
5324,"	J Intensive Care Med","	0885-0666"
5325,"	Med Clin (Barc)","	0025-7753"
5326,"	Injury","	0020-1383"
5327,"	BMJ Open","	2044-6055"
5328,"	Top Spinal Cord Inj Rehabil","	1082-0744"
5329,"	J buon","	1107-0625"
5330,"	BMC Public Health","	1471-2458"
5331,"	J Am Board Fam Med","	1557-2625"
5332,"	Bmj","	0959-8138"
5333,"	Acad Med","	1040-2446"
5334,"	Curr Med Res Opin","	0300-7995"
5335,"	Value Health Reg Issues","	2212-1099"
5336,"	Neuromodulation","	1094-7159"
5337,"	World J Gastroenterol","	1007-9327"
5338,"	J Orthop Surg Res","	1749-799x"
5339,"	Indian J Pediatr","	0019-5456"
5340,"	J Thorac Cardiovasc Surg","	0022-5223"
5341,"	J Psychiatr Res","	0022-3956"
5342,"	Lancet Public Health","	"
5343,"	Medicine (Baltimore)","	0025-7974"
5344,"	Reg Anesth Pain Med","	1098-7339"
5345,"	Surg Technol Int","	1090-3941"
5346,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
5347,"	Am J Infect Control","	0196-6553"
5348,"	West J Emerg Med","	1936-900X"
5349,"	Circ Cardiovasc Qual Outcomes","	1941-7713"
5350,"	Am J Crit Care","	1062-3264"
5351,"	Int J Clin Pharmacol Ther","	0946-1965"
5352,"	Int J Med Inform","	1386-5056"
5353,"	Am J Manag Care","	1088-0224"
5354,"	Environ Int","	0160-4120"
5355,"	Gynecol Oncol","	0090-8258"
5356,"	J Korean Med Sci","	1011-8934"
5357,"	Aten Primaria","	0212-6567"
5358,"	Int J Clin Pharmacol Ther","	0946-1965"
5359,"	Female Pelvic Med Reconstr Surg","	2151-8378"
5360,"	PLoS One","	1932-6203"
5361,"	Perm J","	1552-5767"
5362,"	Transplant Proc","	0041-1345"
5363,"	Wound Manag Prev","	2640-5237"
5364,"	Ann Saudi Med","	0256-4947"
5365,"	J Neurosurg Anesthesiol","	0898-4921"
5366,"	Crit Care Med","	0090-3493"
5367,"	J Trauma Acute Care Surg","	2163-0755"
5368,"	BMJ Open","	2044-6055"
5369,"	J Oncol Pharm Pract","	1078-1552"
5370,"	J Arthroplasty","	0883-5403"
5371,"	Ann Vasc Surg","	0890-5096"
5372,"	Enferm Clin","	1130-8621"
5373,"	BMJ Open","	2044-6055"
5374,"	J Gen Intern Med","	0884-8734"
5375,"	BMJ Open","	2044-6055"
5376,"	J Clin Lipidol","	1933-2874"
5377,"	Pancreas","	0885-3177"
5378,"	Am Heart J","	0002-8703"
5379,"	J Ayub Med Coll Abbottabad","	1025-9589"
5380,"	J Am Pharm Assoc (2003)","	1086-5802"
5381,"	Lancet Infect Dis","	1473-3099"
5382,"	Heart Rhythm","	1547-5271"
5383,"	Am J Manag Care","	1088-0224"
5384,"	Ann Emerg Med","	0196-0644"
5385,"	Pediatr Crit Care Med","	1529-7535"
5386,"	J Pain","	1526-5900"
5387,"	Iowa Orthop J","	1541-5457"
5388,"	Can Fam Physician","	0008-350X"
5389,"	JAMA Netw Open","	2574-3805"
5390,"	Matern Child Health J","	1092-7875"
5391,"	Br J Anaesth","	0007-0912"
5392,"	Pain","	0304-3959"
5393,"	Qjm","	1460-2393"
5394,"	Acad Emerg Med","	1069-6563"
5395,"	Muscle Nerve","	0148-639x"
5396,"	Curr Med Res Opin","	0300-7995"
5397,"	AJNR Am J Neuroradiol","	0195-6108"
5398,"	Iowa Orthop J","	1541-5457"
5399,"	J Am Board Fam Med","	1557-2625"
5400,"	Clin Ther","	0149-2918"
5401,"	Am J Manag Care","	1088-0224"
5402,"	Antivir Ther","	1359-6535"
5403,"	J Neurooncol","	0167-594x"
5404,"	J Antimicrob Chemother","	0305-7453"
5405,"	J Am Osteopath Assoc","	0098-6151"
5406,"	J Acquir Immune Defic Syndr","	1525-4135"
5407,"	Int J Health Care Qual Assur","	0952-6862"
5408,"	J Am Acad Audiol","	1050-0545"
5409,"	J Paediatr Child Health","	1034-4810"
5410,"	Gynecol Oncol","	0090-8258"
5411,"	J Am Board Fam Med","	1557-2625"
5412,"	Pediatr Neonatol","	1875-9572"
5413,"	Gen Hosp Psychiatry","	0163-8343"
5414,"	Am J Hum Genet","	0002-9297"
5415,"	J Stud Alcohol Drugs","	1937-1888"
5416,"	Crit Care Med","	0090-3493"
5417,"	Ann Emerg Med","	0196-0644"
5418,"	Biol Pharm Bull","	0918-6158"
5419,"	Pa Dent J (Harrisb)","	0031-4439"
5420,"	Cancer","	0008-543x"
5421,"	Vasc Endovascular Surg","	1538-5744"
5422,"	HIV Med","	1464-2662"
5423,"	Prev Chronic Dis","	1545-1151"
5424,"	J Am Geriatr Soc","	0002-8614"
5425,"	Laryngoscope","	0023-852x"
5426,"	Qjm","	1460-2393"
5427,"	Eur J Cardiothorac Surg","	1010-7940"
5428,"	Ulus Travma Acil Cerrahi Derg","	1306-696X"
5429,"	J Am Board Fam Med","	1557-2625"
5430,"	J Geriatr Oncol","	1879-4068"
5431,"	World J Surg","	0364-2313"
5432,"	Biol Blood Marrow Transplant","	1083-8791"
5433,"	Biol Pharm Bull","	0918-6158"
5434,"	J Hosp Infect","	0195-6701"
5435,"	BMC Neurol","	1471-2377"
5436,"	BMC Nephrol","	1471-2369"
5437,"	Jama","	0098-7484"
5438,"	Curr Med Res Opin","	0300-7995"
5439,"	Pain","	0304-3959"
5440,"	Am J Nurs","	0002-936X"
5441,"	Arthritis Care Res (Hoboken)","	2151-464x"
5442,"	Pediatr Crit Care Med","	1529-7535"
5443,"	Public Health Rep","	0033-3549"
5444,"	Gynecol Oncol","	0090-8258"
5445,"	Int J Geriatr Psychiatry","	0885-6230"
5446,"	J Laparoendosc Adv Surg Tech A","	1092-6429"
5447,"	Integr Cancer Ther","	1534-7354"
5448,"	Asian Pac J Cancer Prev","	1513-7368"
5449,"	Am J Emerg Med","	0735-6757"
5450,"	J Surg Res","	0022-4804"
5451,"	J Invest Dermatol","	0022-202x"
5452,"	Hum Reprod","	0268-1161"
5453,"	J Oncol Pharm Pract","	1078-1552"
5454,"	Cancer Epidemiol","	1877-7821"
5455,"	J Am Acad Dermatol","	0190-9622"
5456,"	J Clin Oncol","	0732-183x"
5457,"	JAMA Netw Open","	2574-3805"
5458,"	J Gen Intern Med","	0884-8734"
5459,"	J Adolesc Health","	1054-139X"
5460,"	Otol Neurotol","	1531-7129"
5461,"	Scand J Trauma Resusc Emerg Med","	1757-7241"
5462,"	Eur J Gynaecol Oncol","	0392-2936"
5463,"	Am J Emerg Med","	0735-6757"
5464,"	Arch Bronconeumol","	0300-2896"
5465,"	Mil Med","	0026-4075"
5466,"	Pediatrics","	0031-4005"
5467,"	Med Sci Monit","	1234-1010"
5468,"	BMC Med","	1741-7015"
5469,"	PLoS One","	1932-6203"
5470,"	Scand J Prim Health Care","	0281-3432"
5471,"	Mil Med","	0026-4075"
5472,"	J Neurointerv Surg","	1759-8478"
5473,"	Infect Control Hosp Epidemiol","	0899-823x"
5474,"	Circ Cardiovasc Qual Outcomes","	1941-7713"
5475,"	Influenza Other Respir Viruses","	1750-2640"
5476,"	Clin Nucl Med","	0363-9762"
5477,"	Trials","	1745-6215"
5478,"	J Neurosurg","	0022-3085"
5479,"	J Nurs Manag","	0966-0429"
5480,"	J Med Internet Res","	1438-8871"
5481,"	J Diabetes Complications","	1056-8727"
5482,"	J Prim Health Care","	1172-6156"
5483,"	Am J Manag Care","	1088-0224"
5484,"	Curr Med Res Opin","	0300-7995"
5485,"	Environ Int","	0160-4120"
5486,"	Vaccine","	0264-410X"
5487,"	J Pain Symptom Manage","	0885-3924"
5488,"	Pediatrics","	0031-4005"
5489,"	J Telemed Telecare","	1357-633x"
5490,"	Transpl Infect Dis","	1398-2273"
5491,"	Int Angiol","	0392-9590"
5492,"	Clin Genitourin Cancer","	1558-7673"
5493,"	BMC Health Serv Res","	1472-6963"
5494,"	Neurosurg Focus","	1092-0684"
5495,"	Am J Emerg Med","	0735-6757"
5496,"	Transl Behav Med","	1869-6716"
5497,"	Nutr Clin Pract","	0884-5336"
5498,"	BMC Med","	1741-7015"
5499,"	Clin Ther","	0149-2918"
5500,"	BMC Public Health","	1471-2458"
5501,"	Behav Res Ther","	0005-7967"
5502,"	BMC Fam Pract","	1471-2296"
5503,"	Neurosurg Focus","	1092-0684"
5504,"	Endocr Pract","	1530-891X"
5505,"	Arch Osteoporos","	"
5506,"	J Registry Manag","	1945-6123"
5507,"	Respir Med","	0954-6111"
5508,"	JNMA J Nepal Med Assoc","	0028-2715"
5509,"	Pediatr Blood Cancer","	1545-5009"
5510,"	Pharmacotherapy","	0277-0008"
5511,"	BMC Health Serv Res","	1472-6963"
5512,"	BMC Geriatr","	1471-2318"
5513,"	Med Oncol","	1357-0560"
5514,"	West J Emerg Med","	1936-900X"
5515,"	Infect Control Hosp Epidemiol","	0899-823X"
5516,"	Phys Ther","	0031-9023"
5517,"	Pain","	0304-3959"
5518,"	Prev Med","	0091-7435"
5519,"	J Pharm Sci","	0022-3549"
5520,"	Osteoporos Int","	0937-941x"
5521,"	Gen Hosp Psychiatry","	0163-8343"
5522,"	Am J Manag Care","	1088-0224"
5523,"	J Interv Card Electrophysiol","	1383-875x"
5524,"	Fam Cancer","	1389-9600"
5525,"	Int J Clin Pract","	1368-5031"
5526,"	J Clin Gastroenterol","	0192-0790"
5527,"	Am J Nephrol","	0250-8095"
5528,"	Ann Vasc Surg","	0890-5096"
5529,"	PLoS One","	1932-6203"
5530,"	J Int Med Res","	0300-0605"
5531,"	BMJ Open","	2044-6055"
5532,"	BMJ Open","	2044-6055"
5533,"	J Diabetes Complications","	1056-8727"
5534,"	Scand J Trauma Resusc Emerg Med","	1757-7241"
5535,"	J Manag Care Spec Pharm","	"
5536,"	Palliat Support Care","	1478-9515"
5537,"	Diabetes Res Clin Pract","	0168-8227"
5538,"	Trials","	1745-6215"
5539,"	J Neurosurg","	0022-3085"
5540,"	Curr Drug Saf","	1574-8863"
5541,"	West J Emerg Med","	1936-900X"
5542,"	J Vasc Access","	1129-7298"
5543,"	JACC Clin Electrophysiol","	2405-500x"
5544,"	Telemed J E Health","	1530-5627"
5545,"	J Pediatr Adolesc Gynecol","	1083-3188"
5546,"	J Diabetes Sci Technol","	1932-2968"
5547,"	Urology","	0090-4295"
5548,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
5549,"	Med Sci Monit","	1234-1010"
5550,"	Pain Med","	1526-2375"
5551,"	Skeletal Radiol","	0364-2348"
5552,"	Clin Ther","	0149-2918"
5553,"	J Acquir Immune Defic Syndr","	1525-4135"
5554,"	Med Care","	0025-7079"
5555,"	J Vasc Interv Radiol","	1051-0443"
5556,"	Clin Ther","	0149-2918"
5557,"	Cancer Chemother Pharmacol","	0344-5704"
5558,"	BMC Health Serv Res","	1472-6963"
5559,"	JNMA J Nepal Med Assoc","	0028-2715"
5560,"	J Am Board Fam Med","	1557-2625"
5561,"	Diabetes Obes Metab","	1462-8902"
5562,"	Ann Pharmacother","	1060-0280"
5563,"	J Adolesc Health","	1054-139x"
5564,"	J Med Internet Res","	1439-4456"
5565,"	Ann Am Thorac Soc","	2329-6933"
5566,"	Pharmacoepidemiol Drug Saf","	1053-8569"
5567,"	Medicine (Baltimore)","	0025-7974"
5568,"	Adv Ther","	0741-238X"
5569,"	Pediatr Emerg Care","	0749-5161"
5570,"	Diabetes Obes Metab","	1462-8902"
5571,"	Inflamm Bowel Dis","	1078-0998"
5572,"	J Sex Res","	0022-4499"
5573,"	J Oncol Pharm Pract","	1078-1552"
5574,"	Am J Emerg Med","	0735-6757"
5575,"	Vaccine","	0264-410x"
5576,"	Diabetes Obes Metab","	1462-8902"
5577,"	J Eval Clin Pract","	1356-1294"
5578,"	J Manag Care Spec Pharm","	"
5579,"	Chest","	0012-3692"
5580,"	PLoS One","	1932-6203"
5581,"	Int J STD AIDS","	0956-4624"
5582,"	JAMA Netw Open","	2574-3805"
5583,"	Qjm","	1460-2393"
5584,"	J Manag Care Spec Pharm","	"
5585,"	Am J Health Behav","	1087-3244"
5586,"	Rheumatology (Oxford)","	1462-0324"
5587,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
5588,"	Support Care Cancer","	0941-4355"
5589,"	PLoS One","	1932-6203"
5590,"	Am J Prev Med","	0749-3797"
5591,"	J Am Acad Orthop Surg","	1067-151x"
5592,"	Arch Phys Med Rehabil","	0003-9993"
5593,"	Aana j","	0094-6354"
5594,"	Dig Dis Sci","	0163-2116"
5595,"	Clin Lymphoma Myeloma Leuk","	2152-2669"
5596,"	Endocr Pract","	1530-891x"
5597,"	Graefes Arch Clin Exp Ophthalmol","	0721-832x"
5598,"	J Minim Invasive Gynecol","	1553-4650"
5599,"	Diabetes Care","	0149-5992"
5600,"	Eur J Intern Med","	0953-6205"
5601,"	BMJ Open","	2044-6055"
5602,"	Lipids Health Dis","	1476-511x"
5603,"	Br J Clin Pharmacol","	0306-5251"
5604,"	J Int AIDS Soc","	1758-2652"
5605,"	BMC Health Serv Res","	1472-6963"
5606,"	Anesth Analg","	0003-2999"
5607,"	Eur Arch Otorhinolaryngol","	0937-4477"
5608,"	Diabetes Obes Metab","	1462-8902"
5609,"	Diabetes Obes Metab","	1462-8902"
5610,"	Am J Obstet Gynecol","	0002-9378"
5611,"	Nat Commun","	2041-1723"
5612,"	JAMA Intern Med","	2168-6106"
5613,"	Mil Med","	0026-4075"
5614,"	Hepatology","	0270-9139"
5615,"	Ostomy Wound Manage","	0889-5899"
5616,"	Acad Emerg Med","	1069-6563"
5617,"	BMC Public Health","	1471-2458"
5618,"	Can J Surg","	0008-428x"
5619,"	J Epidemiol Community Health","	0143-005X"
5620,"	J Wound Ostomy Continence Nurs","	1071-5754"
5621,"	J Rural Health","	0890-765x"
5622,"	JAMA Dermatol","	2168-6068"
5623,"	Invest Radiol","	0020-9996"
5624,"	J Thromb Thrombolysis","	0929-5305"
5625,"	Pharmacoepidemiol Drug Saf","	1053-8569"
5626,"	J Clin Oncol","	0732-183X"
5627,"	Fam Pract","	0263-2136"
5628,"	Acta Anaesthesiol Scand","	0001-5172"
5629,"	Ann Acad Med Singap","	0304-4602"
5630,"	J Am Heart Assoc","	2047-9980"
5631,"	Curr Med Res Opin","	0300-7995"
5632,"	Ann Fam Med","	1544-1709"
5633,"	Zhonghua Xin Xue Guan Bing Za Zhi","	0253-3758"
5634,"	Indian J Gastroenterol","	0254-8860"
5635,"	Lancet","	0140-6736"
5636,"	Am J Hosp Palliat Care","	1049-9091"
5637,"	Int J STD AIDS","	0956-4624"
5638,"	J Manag Care Spec Pharm","	"
5639,"	Int J Cardiol","	0167-5273"
5640,"	Infect Control Hosp Epidemiol","	0899-823x"
5641,"	Pharm Stat","	1539-1604"
5642,"	Dig Dis Sci","	0163-2116"
5643,"	Turk J Med Sci","	1300-0144"
5644,"	Rheumatol Int","	0172-8172"
5645,"	Clin Neurol Neurosurg","	0303-8467"
5646,"	J Affect Disord","	0165-0327"
5647,"	Pharmacoepidemiol Drug Saf","	1053-8569"
5648,"	Sci Rep","	2045-2322"
5649,"	Female Pelvic Med Reconstr Surg","	2151-8378"
5650,"	Int J Med Inform","	1386-5056"
5651,"	Trials","	1745-6215"
5652,"	Alcohol Clin Exp Res","	0145-6008"
5653,"	JAMA Otolaryngol Head Neck Surg","	2168-6181"
5654,"	Am J Manag Care","	1088-0224"
5655,"	Vasc Med","	1358-863x"
5656,"	PLoS One","	1932-6203"
5657,"	BMC Infect Dis","	1471-2334"
5658,"	Pediatr Diabetes","	1399-543X"
5659,"	PLoS One","	1932-6203"
5660,"	Br J Radiol","	0007-1285"
5661,"	JAMA Netw Open","	2574-3805"
5662,"	Medicine (Baltimore)","	0025-7974"
